0b813fc,4,4,4,3,2160
0b96295,3,3,3,-1,1440
0bad15c,4,4,4,4,2160
0bbd2c0,4,4,4,4,2160
0bf0b1d,0,0,0,-1,1440
0bfbb88,4,4,4,4,2160
0bfc8e1,4,4,-1,-1,1080
0c01232,4,4,4,4,2160
0c1c139,4,4,4,4,2160
0c93e06,4,2,-1,-1,1080
0cbef17,4,4,-1,-1,1080
0cc5f03,4,4,4,-1,1440
0cf30d3,4,4,-1,-1,1080
0d2de77,4,3,3,-1,1440
0d41b7c,3,1,0,-1,1440
0d5d2f3,4,4,4,4,2160
0d7d0ae,4,4,4,3,2160
0d9012b,4,4,-1,-1,1080
0dc49f6,4,4,-1,-1,1080
0ddc7da,3,2,-1,-1,1080
0ddc957,4,4,-1,-1,1080
0de5778,4,4,-1,-1,1080
0def300,3,3,-1,-1,1080
0df9604,4,4,-1,-1,1080
0e05249,4,4,-1,-1,1080
0e1b049,4,4,4,2,2160
0e27808,4,4,-1,-1,1080
0e2aec7,4,4,4,4,2160
0e70773,4,4,4,4,2160
0e74739,3,3,-1,-1,1080
0e817ac,3,4,-1,-1,1080
0ea294b,3,2,-1,-1,1080
0ebc32a,4,4,4,4,2160
0ed836c,4,4,-1,-1,1080
0eec1bf,4,4,-1,-1,1080
0eecf98,4,4,4,4,2160
0f0465f,4,4,4,0,2160
0f0f0d8,4,3,-1,-1,1080
0f28634,4,4,-1,-1,1080
0f458a2,2,3,-1,-1,1080
0f601bd,3,4,3,-1,1440
0f62ffc,4,4,-1,-1,1080
0fe0669,4,4,-1,-1,1080
1007147,4,4,-1,-1,1080
100bd7a,3,4,3,3,2160
101626f,3,3,-1,-1,1080
102b8ee,3,3,-1,-1,1080
1036d64,4,3,-1,-1,1080
1037d08,4,4,4,4,2160
105b276,3,3,-1,-1,1080
1065b53,4,4,4,2,2160
1066a59,3,4,4,-1,1440
107083e,4,4,-1,-1,1080
1076a9c,3,3,-1,-1,1080
10798e5,4,3,2,-1,1440
10a2438,4,4,4,4,2160
10b7cf7,3,3,4,-1,1440
10be8b0,2,1,-1,-1,1080
10d1984,4,4,-1,-1,1080
10d901a,4,4,-1,-1,1080
10dbb43,4,4,-1,-1,1080
10dfc73,3,3,3,-1,1440
10ec67c,4,4,4,4,2160
10f9992,4,4,-1,-1,1080
113194f,4,4,-1,-1,1080
1131db3,4,4,4,4,2160
113f0ed,4,4,4,4,2160
1145cfa,0,4,-1,-1,1080
1159b79,4,4,4,4,2160
1167745,4,4,4,1,2160
1176a48,4,4,-1,-1,1080
1183602,4,4,-1,-1,1080
11cebac,2,0,-1,-1,1080
11e792a,4,4,-1,-1,1080
1203840,1,0,0,-1,1440
121325d,4,4,-1,-1,1080
1227927,4,4,4,3,2160
1230bf1,4,4,0,3,2160
1236812,3,3,-1,-1,1080
1239f9a,4,3,1,-1,1440
12422c7,4,4,-1,-1,1080
128732c,4,4,-1,-1,1080
12ce42e,3,4,1,-1,1440
12db355,4,4,4,4,2160
12db90f,3,0,-1,-1,1080
12f9706,3,0,-1,-1,1080
1332148,4,4,4,4,2160
1335fd1,4,4,4,-1,1440
133c5a2,4,4,4,4,2160
1360914,4,3,3,4,2160
1367a23,3,3,4,-1,1440
136b805,4,4,-1,-1,1080
138387e,4,4,-1,-1,1080
1389dea,4,3,0,0,2160
13a3024,1,1,0,-1,1440
